F10,F11,F2,F3,F4,F5,F6,F7,F8,Current Victorian Liquor Licences for Metro & CBD as of 31/12/2020,F9
MELBOURNE CITY COUNCIL,SBRIGA PTY LTD,On-Premises Licence,KING ST ESPRESSO BAR,"SHOP 1, 270 KING STREET",MELBOURNE,3000,20 BATMAN STREET,FITZROY NORTH,32355215,3068
MELBOURNE CITY COUNCIL,LOL ROLL PTY LTD,Restaurant and cafe Licence,GUKSU,243-249 SWANSTON STREET,MELBOURNE,3000,243-249 SWANSTON ST,MELBOURNE,32355257,3000
MELBOURNE CITY COUNCIL,JIYU AUSTRALIA PTY LTD,Restaurant and cafe Licence,JIYU CHINATOWN,GROUND FLOOR & LEVEL 1                             208-210 LITTLE BOURKE ST,MELBOURNE,3000,GROUND FLOOR & LEVEL 1                             208-210 LITTLE BOURKE ST,MELBOURNE,32355451,3000
MELBOURNE CITY COUNCIL,WOLFPACK3000 PTY LTD,Restaurant and cafe Licence,MAVERICK COFFEE AND FOOD,TENANCY 11                                         80 COLLINS STREET,MELBOURNE,3000,TENANCY 11                                         80 COLLINS ST,MELBOURNE,32355485,3000
MELBOURNE CITY COUNCIL,ONDERGRONDS PTY LTD,Restaurant and cafe Licence,IKKORYU FUKUOKA RAMEN ON RUSSELL,BASEMENT                                           31 RUSSELL STREET,MELBOURNE,3000,96/79 WHITEMAN STREET,SOUTHBANK,32355582,3006
MELBOURNE CITY COUNCIL,FORTRESS MELBOURNE PTY LTD,Late night (on-premises) Licence,FORTRESS MELBOURNE,"LG 25, EMPORIUM MELBOURNE                          295 LONSDALE STREET",MELBOURNE,3000,"LG 25, EMPORIUM MELBOURNE                          295 LONSDALE STREET",MELBOURNE,32355786,3000
MELBOURNE CITY COUNCIL,BON BON BOY HEALEYS LANE PTY LTD,Restaurant and cafe Licence,BON BON BOY HEALEYS LANE,SHOP 3 550 LONSDALE STREET,MELBOURNE,3000,656 LITTLE BOURKE ST,Melbourne,32355794,3000
MELBOURNE CITY COUNCIL,KKSP PTY LTD,Restaurant and cafe Licence,MR NICE GUY THAI RESTAURANT,SHOP J                                             550 LONSDALE STREET,MELBOURNE,3000,SHOP J                                             550 LONSDALE STREET,MELBOURNE,32355914,3000
MELBOURNE CITY COUNCIL,SIMPSON BURGERS INTERNATIONAL PTY LTD,Restaurant and cafe Licence,SIMPSONS BURGERS,"SHOP 1, 40 MARKET STREET",MELBOURNE,3000,"SHOP 1, 40 MARKET STREET",MELBOURNE,32356091,3000
MELBOURNE CITY COUNCIL,COLLETT MAI PTY LTD,On-Premises Licence,PHO NOM,"TENANCY G0084, GROUND LEVEL, MELBOURNE CENTRAL     360 ELIZABETH ST",MELBOURNE,3000,"TENANCY G0084, GROUND LEVEL, MELBOURNE CENTRAL     360 ELIZABETH ST",MELBOURNE,32356114,3000
MELBOURNE CITY COUNCIL,MOYUAN PTY LTD,Restaurant and cafe Licence,NANJING STORY,105 LITTLE BOURKE STREET,MELBOURNE,3000,105 LITTLE BOURKE STREET,MELBOURNE,32356198,3000
MELBOURNE CITY COUNCIL,THE COTERIE COMPANY PTY LTD,On-Premises Licence,COMEDY REPUBLIC,LEVELS 1 & 2                                       231 BOURKE STREET,MELBOURNE,3000,231 BOURKE STREET,MELBOURNE,32356211,3000
MELBOURNE CITY COUNCIL,JAIDS PTY. LTD.,Restaurant and cafe Licence,POSTAL HALL,116 RUSSELL STREET,MELBOURNE,3000,116 RUSSELL ST,MELBOURNE,32356423,3000
MELBOURNE CITY COUNCIL,APRIL AUSTRALIA PTY LTD,Restaurant and cafe Licence,SHIMBASHI,221 RUSSELL STREET,MELBOURNE,3000,47 MELISSA STREET,DONVALE,32356708,3111
MELBOURNE CITY COUNCIL,1 BOURKE MELBOURNE PTY LTD,Restaurant and cafe Licence,ARU MELBOURNE,SHOP 3 & 4 264-274 LITTLE COLLINS ST,MELBOURNE,3000,111 SPRING STREET,MELBOURNE,32356994,3000
MELBOURNE CITY COUNCIL,BOMBA TAPAS BAR AND ROOFTOP PTY LTD,On-Premises Licence,BOMBA TAPAS BAR AND ROOFTOP,GROUND FLOOR                                       103-105 LONSDALE STREET,MELBOURNE,3000,GROUND FLOOR                                       103-105 LONSDALE STREET,MELBOURNE,32357039,3000
MELBOURNE CITY COUNCIL,188 BOURKE PTY LTD,Late night (on-premises) Licence,HEROES BAR,188 BOURKE ST,MELBOURNE,3000,"LEVEL 1, 79 BOURKE ST",MELBOURNE,32357178,3000
MELBOURNE CITY COUNCIL,JU YI PTY LTD,Restaurant and cafe Licence,YU LONG FU,136 BOURKE STREET,MELBOURNE,3000,136 BOURKE STREET,MELBOURNE,32357209,3000
MELBOURNE CITY COUNCIL,GIRO D'ITALIA PTY LTD,Restaurant and cafe Licence,GIRO D'ITALIA CARLTON,"PART OF GROUND FLOOR, 401 ST KILDA ROAD MELBOURNE",MELBOURNE,3004,"PART OF GROUND FLOOR, 401 ST KILDA ROAD MELBOURNE",MELBOURNE,32357275,3004
MELBOURNE CITY COUNCIL,OH MYGOODNESS RESTAURANTS PTY LTD,Restaurant and cafe Licence,MY GOODNESS,UPPER WEST SIDE                                    617-639 LONSDALE ST,MELBOURNE,3000,303/ 620 ST KILDA RD                               3004,Melbourne,32357314,3004
MELBOURNE CITY COUNCIL,PYRAMID BUILT PTY. LTD.,Restaurant and cafe Licence,JIAN BING MAN,421 ELIZABETH STREET,MELBOURNE,3000,421 ELIZABETH STREET,MELBOURNE,32357720,3000
MELBOURNE CITY COUNCIL,MOMS TOUCH PTY LTD,Restaurant and cafe Licence,BUZA CHICKEN,MELBOURNE CENTRAL                                  SHOP 317 LEVEL 3 300 LONSDALE ST,MELBOURNE,3000,MELBOURNE CENTRAL                                  SHOP 317 LEVEL 3 300 LONSDALE ST,MELBOURNE,32357770,3000
MELBOURNE CITY COUNCIL,BENTO 2288 PTY LTD,Restaurant and cafe Licence,BENTO KING,"SHOP 2, 288 LITTLE LONSDALE STREET",MELBOURNE,3000,"SHOP 2, 288 LITTLE LONSDALE STREET",MELBOURNE,32357801,3000
MELBOURNE CITY COUNCIL,RASSASY PTY LTD,Restaurant and cafe Licence,NIUBI,11 HEFFERNAN LANE,MELBOURNE,3000,11 HEFFERNAN LANE,MELBOURNE,32357835,3000
MELBOURNE CITY COUNCIL,WORK CLUB OLDERFLEET SERVICES PTY LTD,On-Premises Licence,WORK CLUB OLDERFLEET SERVICES,"LG.01, LG.03 & P2 BUSINESS LOUNGE                  471-477 COLLINS STREET",MELBOURNE,3000,"LG.01, LG.03 & P2 BUSINESS LOUNGE                  471-477 COLLINS STREET",MELBOURNE,32358344,3000
MELBOURNE CITY COUNCIL,SWANSTON SPICY POT PTY LTD,Restaurant and cafe Licence,SWANSTON SPICY POT,"GROUND FLOOR, 301 SWANSTON ST",MELBOURNE,3000,"SUITE 1, LEVEL 7, 179 QUEEN STREET",MELBOURNE,32358603,3000
MELBOURNE CITY COUNCIL,COLLINS COFFEE HOUSE PTY LTD,On-Premises Licence,COLLINS COFFEE HOUSE,GR1 395 COLLINS STREET,MELBOURNE,3000,GR1 395 COLLINS STREET,MELBOURNE,32358776,3000
MELBOURNE CITY COUNCIL,OLD BEIJING PTY LTD,Restaurant and cafe Licence,OLD BEIJING,31-37 ARTEMIS LANE,MELBOURNE,3000,PO BOX 772,BRENTFORD SQUARE,32358807,3131
MELBOURNE CITY COUNCIL,XINJIANG LAMIAN PTY LTD,Restaurant and cafe Licence,XINJIANG LAMIAN PTY LTD,255 ELIZABETH ST,MELBOURNE,3000,255 ELIZABETH ST,MELBOURNE,32359455,3000
MELBOURNE CITY COUNCIL,AXIL MELB CENTRAL PTY LTD,Restaurant and cafe Licence,AXIL MELB CENTRAL,"GD089, MELBOURNE CENTRAL, 360 ELIZABETH STREET (AL",MELBOURNE,3000,48 LYNCH STREET,HAWTHORN,32359502,3122
MELBOURNE CITY COUNCIL,GRETA PTY LTD,Restaurant and cafe Licence,GRETA,FLINDERS LANE TENANCY                              477 COLLINS STREET,MELBOURNE,3000,FLINDERS LANE TENANCY                              477 COLLINS STREET,MELBOURNE,32359641,3000
MELBOURNE CITY COUNCIL,MURRAY WILLIAM,Restaurant and cafe Licence,CATHEDRAL COFFEE,SHOP 9 37 SWANSTON ST,MELBOURNE,3000,SHOP 9 37 SWANSTON ST,MELBOURNE,32359706,3000
MELBOURNE CITY COUNCIL,ONE PLUS KITCHEN PTY LTD,Restaurant and cafe Licence,FOODIFOX,SHOP2 190 QUEEN STREET,MELBOURNE,3000,SHOP2 190 QUEEN STREET,MELBOURNE,32359942,3000
MELBOURNE CITY COUNCIL,LAKSA KINGDOM PTY LTD,Restaurant and cafe Licence,GATBOY,HARRIS BUILDING                                    205-207 RUSSELL ST,MELBOURNE,3000,HARRIS BUILDING                                    205-207 RUSSELL ST,MELBOURNE,32359968,3000
MELBOURNE CITY COUNCIL,SPICE WORLD MELBOURNE PTY LTD,Restaurant and cafe Licence,SPICE WORLD HOTPOT MELBOURNE,172-176 LITTLE BOURKE ST,MELBOURNE,3000,172-176 LITTLE BOURKE ST,MELBOURNE,32359976,3000
MELBOURNE CITY COUNCIL,CROMIE GOLF PTY LTD,Restaurant and cafe Licence,MR ASHCROFT CAFE,SHOP 1 435 LITTLE COLLINS ST,MELBOURNE,3000,SHOP 1 435 LITTLE COLLINS ST,MELBOURNE,32360105,3000
MELBOURNE CITY COUNCIL,XTH INTERNATIONAL PTY LTD,Restaurant and cafe Licence,SHANDONG MAMA,7-8/200 BOURKE ST,MELBOURNE,3000,7-8/200 BOURKE ST,MELBOURNE,32360197,3000
PORT PHILLIP CITY COUNCIL,HAWTHORN BREWING COMPANY PTY LTD,Producer's Licence,HAWTHORN BREWING COMPANY,LEVEL 3                                            616 ST KILDA ROAD,MELBOURNE,3004,LEVEL 3                                            616 ST KILDA ROAD,MELBOURNE,32805236,3004
MELBOURNE CITY COUNCIL,WILSON BRADLEY LUKE,Producer's Licence,LITTLE LON DISTILLING CO.,17 CASSELDEN STREET,MELBOURNE,3000,42 EBDEN STREET,BALLARAT EAST,32809010,3350
MELBOURNE CITY COUNCIL,SCHWARTZ FAMILY CO PTY LTD,General Licence,THE VICTORIA HOTEL,199-231 LITTLE COLLINS STREET,MELBOURNE,3000,215 LITTLE COLLINS STREET,MELBOURNE,33100029,3000
MELBOURNE CITY COUNCIL,STARHILL HOTEL (MELBOURNE) PTY LTD,General Licence,MELBOURNE MARRIOTT HOTEL,CNR LONSDALE & EXHIBITION                          STREETS,MELBOURNE,3000,CNR LONSDALE & EXHIBITION                          STREETS,MELBOURNE,33100087,3000
PORT PHILLIP CITY COUNCIL,THE VIEW HOTELS ST.KILDA ROAD PTY LTD,Late night (general) Licence,MELBOURNE PARKVIEW HOTEL,562 ST KILDA ROAD,MELBOURNE,3004,P.O. BOX 6533                                      ST KILDA ROAD CENTRAL,MELBOURNE,33100192,3004
PORT PHILLIP CITY COUNCIL,KAH AUSTRALIA PTY LTD,General Licence,BAYVIEW EDEN MELBOURNE,6 QUEENS ROAD,MELBOURNE,3004,6 QUEENS ROAD,MELBOURNE,33120231,3004
MELBOURNE CITY COUNCIL,COLIVON PTY LTD,Late night (general) Licence,PULLMAN MELBOURNE ON SWANSTON,191-205 SWANSTON STREET,MELBOURNE,3000,195 SWANSTON STREET,MELBOURNE,33120320,3000
MELBOURNE CITY COUNCIL,CBUS PROPERTY RB1 PTY LTD,General Licence,MERCURE MELBOURNE TREASURY GARDENS,13-21 SPRING STREET,MELBOURNE,3000,13-21 SPRING STREET,MELBOURNE,33120401,3000
MELBOURNE CITY COUNCIL,SB&G (SPENCER STREET) HOTEL PTY LTD,General Licence,CROWNE PLAZA MELBOURNE,CNR SIDDLEY & SPENCER STREETS,MELBOURNE,3000,"LEVEL 5, 171 COLLINS STREET",MELBOURNE,33120485,3000
MELBOURNE CITY COUNCIL,GMT HOTEL HOLDINGS MELBOURNE PTY LTD,General Licence,THE GREAT SOUTHERN HOTEL - MELBOURNE,44 SPENCER STREET,MELBOURNE,3000,44 SPENCER STREET,MELBOURNE,33120558,3000
MELBOURNE CITY COUNCIL,SAVILLE HOTEL GROUP PTY LTD,General Licence,MANTRA ON THE PARK,333 EXHIBITION STREET,MELBOURNE,3000,PO BOX 8016,GOLD COAST MAIL CENTRE,33120613,9726
MELBOURNE CITY COUNCIL,PRISCILLA DAVID LIMITED,General Licence,HOLIDAY INN MELBOURNE ON FLINDERS,24-40 SPENCER STREET                               CNR FLINDERS LANE,MELBOURNE,3000,24-40 SPENCER STREET                               CNR FLINDERS LANE,MELBOURNE,33120794,3000
MELBOURNE CITY COUNCIL,SPM (1994) PTY LTD,General Licence,STAMFORD PLAZA MELBOURNE,109-127 LITTLE COLLINS STREET,MELBOURNE,3000,111 LITTLE COLLINS STREET,MELBOURNE,33120825,3000
MELBOURNE CITY COUNCIL,PRIME ASSETS PTY LTD,General Licence,MERCURE WELCOME MELBOURNE,265-281 LITTLE BOURKE STREET,MELBOURNE,3000,265-281 LITTLE BOURKE STREET,MELBOURNE,33120875,3000
MELBOURNE CITY COUNCIL,VIBE HOTEL SERVICES PTY LTD,General Licence,"THE SAVOY HOTEL ON LITTLE COLLINS, MELBOURNE",122 SPENCER STREET,MELBOURNE,3000,TFE HOTELS COMPLIANCE TEAM                         PO BOX 1745,STRAWBERRY HILLS,33120914,2012
MELBOURNE CITY COUNCIL,JPJ CROSSLEY OPERATIONS PTY LTD,General Licence,LANCEMORE CROSSLEY STREET,47-55 LITTLE BOURKE STREET,MELBOURNE,3000,206 LORIMER STREET                                 LEVEL 1,PORT MELBOURNE,33120922,3027
MELBOURNE CITY COUNCIL,A.P.V.C. HOLDINGS PTY LTD,General Licence,THE SEBEL MELBOURNE FLINDERS LANE,321 FLINDERS LANE,MELBOURNE,3000,321 FLINDERS LANE,MELBOURNE,33121025,3000
PORT PHILLIP CITY COUNCIL,ASCENDAS HOTEL INVESTMENT COMPANY PTY LTD,Late night (general) Licence,PULLMAN MELBOURNE ALBERT PARK,63 QUEENS ROAD,MELBOURNE,3004,65 QUEENS ROAD,MELBOURNE,33121180,3004
MELBOURNE CITY COUNCIL,HI OPERATIONS PTY LTD,Late night (general) Licence,IBIS MELBOURNE,15-21 THERRY STREET,MELBOURNE,3000,15-21 THERRY STREET,MELBOURNE,33121211,3000
MELBOURNE CITY COUNCIL,FH-BT NMCS OPERATIONS PTY LTD,Late night (general) Licence,NOVOTEL MELBOURNE ON COLLINS,LEVELS 6-14                                        258-274 COLLINS STREET,MELBOURNE,3000,270 COLLINS STREET,MELBOURNE,33121245,3000
PORT PHILLIP CITY COUNCIL,KAH AUSTRALIA PTY LTD,General Licence,BAYVIEW ON THE PARK MELBOURNE,52 QUEENS ROAD,MELBOURNE,3004,52 QUEENS ROAD,MELBOURNE,33121279,3004
MELBOURNE CITY COUNCIL,AUSTRALIA KANGDA PTY LTD,General Licence,SPENCER 8,16 SPENCER ST,MELBOURNE,3000,16 SPENCER ST,MELBOURNE,33121407,3000
MELBOURNE CITY COUNCIL,MELBOURNE FAZHAN PTY LTD,General Licence,KINGSGATE HOTEL,131 KINGS STREET,MELBOURNE,3000,131 KINGS STREET,MELBOURNE,33121415,3000
MELBOURNE CITY COUNCIL,JASPER HOTELS PTY LTD,General Licence,JASPER HOTEL,489 ELIZABETH STREET,MELBOURNE,3000,489-499 ELIZABETH STREET,MELBOURNE,33121596,3000
MELBOURNE CITY COUNCIL,CAUSEWAY INN PTY LTD,General Licence,CAUSEWAY INN ON THE MALL,327-329 BOURKE STREET,MELBOURNE,3000,GPO BOX 4710,MELBOURNE,33121847,3001
MELBOURNE CITY COUNCIL,GAYLORDS MELBOURNE PTY LTD,General Licence,GAYLORD,33 SPENCER STREET,MELBOURNE,3000,33 SPENCER STREET,MELBOURNE,33121952,3000
MELBOURNE CITY COUNCIL,GOLDQUEST HOTELS PTY LTD,Late night (general) Licence,RADISSON HOTEL ON FLAGSTAFF GARDENS,380 WILLIAM STREET,MELBOURNE,3000,380 WILLIAM STREET,MELBOURNE,33121994,3000
MELBOURNE CITY COUNCIL,YEHS HOTEL MANAGEMENT PTY LTD,General Licence,MELBOURNE HOTEL CBD,600 LITTLE BOURKE STREET,MELBOURNE,3000,600 LITTLE BOURKE STREET,MELBOURNE,33122021,3000
MELBOURNE CITY COUNCIL,GATEWAY PARK HOTELS PTY LTD,General Licence,GATEWAY SUITES MELBOURNE,1 WILLIAM STREET,MELBOURNE,3000,1 WILLIAM STREET,MELBOURNE,33122039,3000
MELBOURNE CITY COUNCIL,MEDINA PROPERTY SERVICES PTY LTD,General Licence,RENDEZVOUS HOTEL MELBOURNE,328 FLINDERS STREET,MELBOURNE,3000,TFE HOTELS COMPLIANCE TEAM                         PO BOX 1745,STRAWBERRY HILLS,33122055,2012
MELBOURNE CITY COUNCIL,PACIFIC SUITES MELBOURNE PTY LTD,General Licence,MANTRA ON LITTLE BOURKE,471 LITTLE BOURKE STREET,MELBOURNE,3000,PO BOX 8016,GOLD COAST MAIL CENTRE,33122097,9726
MELBOURNE CITY COUNCIL,MEDINA PROPERTY SERVICES PTY LTD,General Licence,ADINA APARTMENT HOTEL MELBOURNE,189 QUEEN STREET,MELBOURNE,3000,TFE HOTELS COMPLIANCE TEAM                         PO BOX 1745,STRAWBERRY HILLS,33122102,2012
MELBOURNE CITY COUNCIL,AUSTRALIAN VILLAGE NO. 11-FRANKLIN ST MELBOURNE PTY LTD,General Licence,AUSTRALIAN VILLAGE NO. 11 - FRANKLIN ST MELBOURNE,167-173 FRANKLIN STREET,MELBOURNE,3000,75 NELSON ST,ANNANDALE,33122110,2038
PORT PHILLIP CITY COUNCIL,O'CONNOR SALOON PTY LTD,General Licence,BARRELHOUSE BOTANIC GARDENS,348 ST KILDA ROAD,MELBOURNE,3004,348 ST KILDA ROAD,MELBOURNE,33122178,3044
MELBOURNE CITY COUNCIL,FIFTH GRANGE PTY LTD,Late night (general) Licence,FLINDERS STATION HOTEL,GROUND & FIRST FLOORS                              35 ELIZABETH STREET,MELBOURNE,3000,113 QUEEN STREET,MELNOURNE,33122209,3000
MELBOURNE CITY COUNCIL,TRANSMETRO CORPORATION LIMITED,General Licence,METRO APARTMENTS MELBOURNE,18 BANK PLACE,MELBOURNE,3000,18 BANK PLACE,MELBOURNE,33150008,3000
MELBOURNE CITY COUNCIL,GERNER JESSE SCOTT,Pre-retail Licence,ARMADA IMPORTS,103 LONSDALE STREET,MELBOURNE,3000,"C/- BOMBA TAPAS BAR                                GND FLOOR, 103-105 LONSDALE STREET",MELBOURNE,33763746,3000
MELBOURNE CITY COUNCIL,YABE GENKI,Pre-retail Licence,SAKE YOU,UNIT 301 639 LITTLE BOURKE ST,MELBOURNE,3000,UNIT 301 639 LITTLE BOURKE ST,MELBOURNE,33774925,3000
MELBOURNE CITY COUNCIL,PRINCESS THEATRE PTY LTD,Limited Licence,THE COMEDY THEATRE,240 EXHIBITION STREET,MELBOURNE,3000,LEVEL 1                                            162 COLLINS STREET,MELBOURNE,36000024,3000
MELBOURNE CITY COUNCIL,ZEINI HAKIM,Limited Licence,SUNSET CRUISES,BERTH 4                                            VICTORIA HARBOUR,MELBOURNE,3000,5 HYBRID CRT,CRAIGIEBURN,36022505,3064
MELBOURNE CITY COUNCIL,AUSTRALIAN CLUB,Limited Licence,THE AUSTRALIAN CLUB,110 WILLIAM STREET,MELBOURNE,3000,110 WILLIAM STREET,MELBOURNE,36053629,3000
MELBOURNE CITY COUNCIL,DU YUAN HUI,Limited Licence,,516 ELIZABETH STREET,MELBOURNE,3000,516 ELIZABETH STREET,MELBOURNE,36057445,3000
MELBOURNE CITY COUNCIL,MEDINA PROPERTY SERVICES PTY LIMITED,Limited Licence,ADINA APARTMENT HOTEL MELBOURNE ON FLINDERS,88 FLINDERS STREET,MELBOURNE,3000,TFE HOTELS COMPLIANCE TEAM                         PO BOX 1745,STRAWBERRY HILLS,36060197,2012
MELBOURNE CITY COUNCIL,1000 FIG BRANCHES PTY LTD,Limited Licence,FOGLIA DI FICO,585 LATROBE STREET,MELBOURNE,3000,3009 / 288 SPENCER STREET,MELBOURNE,36060294,3000
MELBOURNE CITY COUNCIL,TAYLOR-BILLIAU JEANETTE,Limited Licence,TOFWD THE ORGANIC FOOD AND WINE DELI,28 DEGRAVES STREET,MELBOURNE,3000,28 DEGRAVES STREET,MELBOURNE,36061884,3000
MELBOURNE CITY COUNCIL,FORTY FIVE DOWNSTAIRS INC,Limited Licence,FORTY FIVE DOWNSTAIRS,45 FLINDERS LANE,MELBOURNE,3000,45 FLINDERS LANE,MELBOURNE,36062733,3000
PORT PHILLIP CITY COUNCIL,RED HILL WINE PTY LTD,Limited Licence,RED HILL WINE,"LEVEL 9, 564 ST KILDA ROAD",MELBOURNE,3004,53 SHOREHAM ROAD,Red Hill South,36064206,3937
MELBOURNE CITY COUNCIL,THE DANISH CLUB 'DANNEBROG' INC,Limited Licence,"THE DANISH CLUB ""DANNEBROG""",428 LITTLE BOURKE STREET                           LEVEL 3,MELBOURNE,3000,428 LITTLE BOURKE STREET                           LEVEL 3,MELBOURNE,36064696,3000
MELBOURNE CITY COUNCIL,PUNTHILL LITTLE BOURKE PTY LTD,Limited Licence,,11-17 COHEN PLACE,MELBOURNE,3000,101/7 YARRA STREET,SOUTH YARRA,36065024,3141
MELBOURNE CITY COUNCIL,GWD OPERATIONS PTY LTD,Limited Licence,GET WINES DIRECT,LEVEL 2                                            428 LITTLE BOURKE STREET,MELBOURNE,3000,PO BOX 61,COTTON TREE,36065595,4558
MELBOURNE CITY COUNCIL,AVENDAL PTY LTD,Limited Licence,MANCHESTER LANE RESTAURANT JAZZ BAR,234 FLINDERS LANE,MELBOURNE,3000,234 FLINDERS LANE,MELBOURNE,36065642,3000
MELBOURNE CITY COUNCIL,MP FINE WINES PTY LTD,Limited Licence,MP FINE WINES,"LEVEL 2, 117 LITTLE BOURKE STREET",MELBOURNE,3000,"LEVEL 2, 117 LITTLE BOURKE STREET",MELBOURNE,36076415,3000
PORT PHILLIP CITY COUNCIL,MELBOURNE CRICKET CLUB (CRICKET & LACROSSE SECTIONS),Limited Licence,THE ALBERT GROUND SPORTS PAVILLION,QUEENS ROAD,MELBOURNE,3001,REBECCA HARVEY - EXECUTIVE MANAGER                 HOSPITALITY PO BOX 175,EAST MELBOURNE,36076813,8002
MELBOURNE CITY COUNCIL,GRILL'D PTY LTD,Limited Licence,GRILL'D (QV),"SHOP 17-23, LEVEL 2 QV                             CORNER SWANSTON AND LONSDALE STREET",MELBOURNE,3000,LEVEL 2                                            4-10 AMSTERDAM ST,RICHMOND,36078988,3121
MELBOURNE CITY COUNCIL,ASCOTT SERVICED RESIDENCES PTY LTD,Limited Licence,SOMERSET ON ELIZABETH,LEVEL 4 250 ELIZABETH STREET,MELBOURNE,3000,LEVEL 4 250 ELIZABETH STREET,MELBOURNE,36079112,3000
MELBOURNE CITY COUNCIL,ELAZAC PTY LTD,Limited Licence,MOYLANS CAFE RESTAURANT,BASEMENT 384-386 FLINDERS LANE,MELBOURNE,3000,GPO BOX 2282,MELBOURNE,36081795,3001
MELBOURNE CITY COUNCIL,COLLINGWOOD FOOTBALL CLUB LIMITED,Limited Licence,COLLINGWOOD FOOTBALL CLUB,"MSEC/OLYMPIC PARK                                  OLYMPIC PARK, SWAN STREET",MELBOURNE,3001,PO BOX 165,ABBOTSFORD,36084311,3067
MELBOURNE CITY COUNCIL,ROYAL AUTOMOBILE CLUB OF VICTORIA (RACV) LIMITED,Limited Licence,ROYAL AUTOMOBILE CLUB OF VICTORIA,LEVELS 3-6 & 8                                     483-501 BOURKE STREET,MELBOURNE,3000,7/485 BOURKE STREET,MELBOURNE,36091172,3000
MELBOURNE CITY COUNCIL,CA DE VIN PTY LTD,Limited Licence,,TENANCY G29 GPO DEVELOPMENT                        188-218 ELIZABETH STREET,MELBOURNE,3000,"GPO, SHOP G29                                      350 BOURKE STREET",MELBOURNE,36092843,3000
MELBOURNE CITY COUNCIL,ACCUMULATE LOYALTY SERVICES PTY LTD,Limited Licence,O.C. TANNER,LEVEL 15                                           350 QUEEN ST,MELBOURNE,3000,LEVEL 15                                           350 QUEEN STREET,MELBOURNE,36093077,3000
MELBOURNE CITY COUNCIL,ENZLO PTY LTD,Limited Licence,GOURMET TO GO ROOM SERVICE,SHOP 1                                             398 LONSDALE STREET,MELBOURNE,3000,SHOP 1                                             398 LONSDALE STREET,MELBOURNE,36098904,3000
MELBOURNE CITY COUNCIL,BEER DELUXE PTY LTD,Limited Licence,BEER DE LUXE,"ADMIN OFFICE, LOWER HOUSE, L1 T003,                LG T003, T006C, FEDERATION SQUARE",MELBOURNE,3000,"AUSTRALIAN VENUE CO                                LEVEL 3, 616 ST KILDA ROAD",MELBOURNE,36099219,3004
MELBOURNE CITY COUNCIL,MEDINA PROPERTY SERVICES PTY LIMITED,Limited Licence,"ADINA APARTMENT HOTEL MELBOURNE, NORTHBANK",550 FLINDERS STREET,MELBOURNE,3000,TFE HOTELS COMPLIANCE TEAM                         PO BOX 1745,STRAWBERRY HILLS,36099447,2012
MELBOURNE CITY COUNCIL,TRANSIT PTY LTD,Limited Licence,TRANSPORT HOTEL,"ADMINISTRATION OFFICE                              T024, FEDERATION SQUARE",MELBOURNE,3000,"ADMINISTRATION OFFICE                              T024, FEDERATION SQUARE",MELBOURNE,36099455,3000
MELBOURNE CITY COUNCIL,430 CL PTY LTD,Limited Licence,CHANCERY LANE,PART GROUND FLOOR                                  430-436 LITTLE COLLINS STREET,MELBOURNE,3000,243 HIGH STREET,NORTHCOTE,36100052,3070
MELBOURNE CITY COUNCIL,YARRA YARRA ROWING CLUB INC,Limited Licence,YARRA YARRA ROWING CLUB,"BOATSHED 2, BOATHOUSE DRIVE                        ALEXANDRA GARDENS",MELBOURNE,3004,"BOATSHED 2, BOATHOUSE DRIVE                        ALEXANDRA GARDENS",MELBOURNE,36100298,3004
MELBOURNE CITY COUNCIL,CECCONI'S CANTINA PTY LTD,Limited Licence,CECCONI'S CANTINA,LOWER GROUND LEVEL                                 61 FLINDERS LANE,MELBOURNE,3000,LOWER GROUND LEVEL                                 61 FLINDERS LANE,MELBOURNE,36103898,3000
MELBOURNE CITY COUNCIL,CAFE ROSCO @ CHEVRON PTY LTD,Limited Licence,CAFE ROSCO @ CHEVRON,14/519-539 ST KILDA ROAD,MELBOURNE,3006,14/519-539 ST KILDA ROAD,MELBOURNE,36104284,3006
MELBOURNE CITY COUNCIL,KOKO BLACK COLLINS STREET PTY LTD,Limited Licence,KOKO BLACK COLLINS STREET,52 COLLINS STREET,MELBOURNE,3000,110 GAFFNEY STREET,COBURG,36104852,3058
MELBOURNE CITY COUNCIL,MADEWELL HOSPITALITY PTY LTD,Limited Licence,PHILIPPE,"BASEMENT, AUSTRAL HOUSE                            115-119 COLLINS STREET",MELBOURNE,3000,"BASEMENT, AUSTRAL HOUSE                            115-119 COLLINS STREET",MELBOURNE,36106545,3000
MELBOURNE CITY COUNCIL,AVC OPERATIONS PTY LTD,Limited Licence,TRINKET BAR,87 FLINDERS LANE,MELBOURNE,3000,LEVEL 3                                            616 ST KILDA ROAD,MELBOURNE,36107266,3004
MELBOURNE CITY COUNCIL,PACIFIC INTERNATIONAL APARTMENTS EXHIBITION STREET PTY LTD,Limited Licence,MANTRA 100 EXHIBITION,100 EXHIBITION STREET,MELBOURNE,3000,PO BOX 8016,GOLD COAST MAIL CENTRE,36108432,9726
